id,persona,kpi,difficulty,synthetic_questions
33,Member Analytics Lead; Executive Leadership,Average Account Tenure; Member Lifetime Value (proxy),hard,"Map the relationship between product lifecycle events (e.g., loan maturity, card expiration) and subsequent member attrition or product switching; identify if spikes in these downstream events concentrate tenure or LTV risk in specific months or segments."
34,Member Analytics Lead; Product Manager,Active Account Tenure; Retention Duration,hard,What percentage of active accounts that were opened in the last 24 months have experienced a significant decline in monthly transaction volume (from TRACKING) within six months prior to closure compared to accounts with stable tenure?
34,Member Analytics Lead; Product Manager,Active Account Tenure; Retention Duration,hard,Can we identify cohorts of accounts (by original product type in ACCOUNT) where 80% or more closures in the past 18 months were preceded by a spike in account-related complaints (from COMMENT) or loan delinquencies (from LOAN) in the 90 days prior to closure?
34,Member Analytics Lead; Product Manager,Active Account Tenure; Retention Duration,hard,"Which member segments (from MEMBER demographics) show the shortest average retention duration, and how does this correlate with early behavioral risk indicators such as missed payments (LOAN, CARD) or inactivity spikes (TRACKING) in the first year of tenure?"
34,Member Analytics Lead; Product Manager,Active Account Tenure; Retention Duration,hard,"For accounts experiencing early closure (less than 12 months tenure), what is the concentration risk across product portfolios (ACCOUNT, LOAN, CARD), and are certain products disproportionately contributing to early churn?"
34,Member Analytics Lead; Product Manager,Active Account Tenure; Retention Duration,hard,"What is the trend of retention duration over time for accounts with multiple account types (e.g., joint LOAN and CARD products), and do those with cross-product utilization demonstrate higher resilience to retention shocks?"
34,Member Analytics Lead; Product Manager,Active Account Tenure; Retention Duration,hard,"Among accounts with high-value transactions (from TRACKING or SHARE), what are the early-warning signals (e.g., decreased login frequency, increased negative NOTES) that precede a reduction in active tenure by 25% or more relative to the average?"
34,Member Analytics Lead; Product Manager,Active Account Tenure; Retention Duration,hard,"Are there clusters of accounts (segmented by branch or acquisition channel in ACCOUNT) where retention duration is declining more rapidly year-over-year, and can these be linked to specific product issues or member demographic curves (from MEMBER)?"
34,Member Analytics Lead; Product Manager,Active Account Tenure; Retention Duration,hard,"How do account tenure and retention duration for members experiencing product declines (e.g., loan rejections in LOAN or card closures in CARD) compare against those with continuous positive account activity, segmented by initial account opening year?"
34,Member Analytics Lead; Product Manager,Active Account Tenure; Retention Duration,hard,"What percentage of accounts closed within the first 24 months had little to no engagement (few or no entries in TRACKING, SHARE, NOTE) in the first 90 days, and does this pattern cluster by acquisition channel or demographic data (from MEMBER)?"
34,Member Analytics Lead; Product Manager,Active Account Tenure; Retention Duration,hard,"Within each risk segment (creditworthiness bands in LOAN and CARD), how does time to attrition change in response to negative events (e.g., bounced payments, adverse comments, share withdrawals in SHARE), and are there statistically significant inflection points that could inform early intervention?"
35,Product Manager; Risk Manager,Monthly Closure Rate; Product Attrition Rate,hard,"What is the 6-month rolling average attrition rate for each product segment (LOAN, CARD, SHARE), and which segments show a statistically significant upward trend?"
35,Product Manager; Risk Manager,Monthly Closure Rate; Product Attrition Rate,hard,"For accounts closed in the last 12 months, what percentage exhibited early-warning behavioral risk signals (e.g., declined transactions, reduced average balances) in the preceding 90 days?"
35,Product Manager; Risk Manager,Monthly Closure Rate; Product Attrition Rate,hard,"What proportion of loan closures are concentrated among the top 5% of members by outstanding loan balance, and how does this compare to the prior year?"
35,Product Manager; Risk Manager,Monthly Closure Rate; Product Attrition Rate,hard,"Analyze the closure rate for accounts with multiple products (e.g., LOAN + CARD) versus single-product accounts, segmented by member tenure and region over the past 24 months."
35,Product Manager; Risk Manager,Monthly Closure Rate; Product Attrition Rate,hard,Identify the top 10 product types by attrition risk where over 30% of closures are preceded by adverse comments or notes within the last quarter.
35,Product Manager; Risk Manager,Monthly Closure Rate; Product Attrition Rate,hard,What are the month-over-month changes in closure rates for card accounts with late payments recorded in PUBLIC.TRACKING versus those without late payments?
35,Product Manager; Risk Manager,Monthly Closure Rate; Product Attrition Rate,hard,"Which risk concentration thresholds (e.g., >20% attrition within a single demographic segment) are breached in the most recent quarter, and what are the key drivers from COMMENT or NOTE data?"
35,Product Manager; Risk Manager,Monthly Closure Rate; Product Attrition Rate,hard,"What are the leading behavioral indicators (e.g., drop in transaction volume across ACCOUNT and TRACKING tables) that precede closure for high-value members, and how have these indicators trended over the past year?"
35,Product Manager; Risk Manager,Monthly Closure Rate; Product Attrition Rate,hard,"How does the monthly closure rate for new products launched in the last 18 months compare across regions and member age groups, and where are the highest uplifts in attrition risk?"
35,Product Manager; Risk Manager,Monthly Closure Rate; Product Attrition Rate,hard,"For products with the highest 3-month attrition spikes, what is the pattern of pre-closure SHARE or LOAN repayments and are there commonalities in MEMBER or ACCOUNT characteristics?"
36,Member Analytics Lead; CRO,Long-Tenure Account %; Dormant vs Active Ratio,hard,"What proportion of long-tenure accounts (>5 years) have exhibited a transition from active to dormant status in the past 12 months, segmented by product type (LOAN, CARD, SHARE)?"
36,Member Analytics Lead; CRO,Long-Tenure Account %; Dormant vs Active Ratio,hard,"Identify clusters of branches or regions with concentrated dormant account build-up among accounts aged over 3 years, and assess links to last customer interaction recorded in COMMENT, TRACKING, or NOTE tables."
36,Member Analytics Lead; CRO,Long-Tenure Account %; Dormant vs Active Ratio,hard,"Perform a month-over-month trend analysis over the last 2 years to detect early warning signals: increases in the rate of accounts moving from active to dormant status by tenure band (1-3 years, 3-5 years, >5 years)."
36,Member Analytics Lead; CRO,Long-Tenure Account %; Dormant vs Active Ratio,hard,Analyze the behavioral patterns of long-tenure dormant accounts that previously held loans or cards: what percentage had recent repayments but subsequently became dormant?
36,Member Analytics Lead; CRO,Long-Tenure Account %; Dormant vs Active Ratio,hard,"Compare the product-level (LOAN, CARD, SHARE) activity rates across long-tenure accounts with high withdrawal or transfer activity in the past year versus those that entered dormancy, highlighting possible risk triggers."
36,Member Analytics Lead; CRO,Long-Tenure Account %; Dormant vs Active Ratio,hard,"Which member demographic segments (from MEMBER table) show the highest risk of high-value account dormancy (>90th percentile balance), and what is the linked product holding history?"
36,Member Analytics Lead; CRO,Long-Tenure Account %; Dormant vs Active Ratio,hard,"What percentage of long-tenure dormant accounts have recently (within 6 months) received marketing or retention outreach (from NOTE or TRACKING), and of these, how many reactivated?"
36,Member Analytics Lead; CRO,Long-Tenure Account %; Dormant vs Active Ratio,hard,"Assess the concentration risk: What proportion of current dormant accounts are associated with top 10% largest deposit balances, and how has this ratio changed annually over the last 3 years?"
36,Member Analytics Lead; CRO,Long-Tenure Account %; Dormant vs Active Ratio,hard,"For long-tenure accounts with multi-product relationships (e.g., holding both LOAN and CARD), is there an increased or decreased likelihood of dormancy compared to single-product holders over rolling 12-month periods?"
36,Member Analytics Lead; CRO,Long-Tenure Account %; Dormant vs Active Ratio,hard,"What early behavioral signals (e.g., decreases in SHARE or CARD transactions, reduced interaction notes, or dropped automated payments) are most predictive of future dormancy for accounts aged more than 3 years?"
37,Executive Leadership; CRO,Product Mix %; Portfolio Allocation,hard,"How has the percentage composition of high-risk product types (e.g., unsecured loans, revolving credit cards) within the overall portfolio mix shifted across customer segments and geographies over the past 12 months, and what are the emerging concentration risks?"
37,Executive Leadership; CRO,Product Mix %; Portfolio Allocation,hard,"What are the year-over-year changes in product allocation by account vintage, and do early-stage portfolios show deviation from expected risk profiles, indicating behavioral or structural shifts?"
37,Executive Leadership; CRO,Product Mix %; Portfolio Allocation,hard,"Can we identify repeat early-delinquency patterns by product (e.g., specific loan or card subtypes) through sequential cohort analysis, and what does this signal for future risk-mix exposure?"
37,Executive Leadership; CRO,Product Mix %; Portfolio Allocation,hard,"Assessing accounts with multiple active products, is there an increasing trend in cross-product exposure that correlates with higher NPL or default rates compared to single-product accounts, adjusted for demographic and geographic segmentation?"
37,Executive Leadership; CRO,Product Mix %; Portfolio Allocation,hard,"Which product types within the current portfolio exhibit the highest volatility in utilization rates month-over-month, and how does this impact the stability of the overall product mix risk profile?"
37,Executive Leadership; CRO,Product Mix %; Portfolio Allocation,hard,"Across the portfolio, are there clusters of accounts with unusually rapid product switching or closure activity, and what early-warning signals does this provide regarding future product mix concentration?"
37,Executive Leadership; CRO,Product Mix %; Portfolio Allocation,hard,"What is the tail-risk exposure by analyzing the bottom decile (lowest performing) products in terms of profitability over the last 8 quarters, and how concentrated are these exposures among specific customer or member cohorts?"
37,Executive Leadership; CRO,Product Mix %; Portfolio Allocation,hard,"How has regulatory or policy change (e.g., new lending caps, capital requirements) impacted the relative growth trajectories and risk-weighted allocation of each major product line during the last 18 months?"
37,Executive Leadership; CRO,Product Mix %; Portfolio Allocation,hard,"Segmenting by behavioral indicators from NOTE and COMMENT tables, which customer profiles are trending toward at-risk categories for product churn or default, and how does this alter the forecasted product mix and portfolio risk?"
37,Executive Leadership; CRO,Product Mix %; Portfolio Allocation,hard,"What are the top emergent concentration risks in the loan and card product sub-portfolios based on a multi-dimensional analysis (time, region, customer segment), and how do these compare against internal limits or regulatory thresholds?"
38,CEO; COO; Board; CRO,"Composite Health Score (Capital, Asset Quality, Earnings, Liquidity, Growth)",hard,"How have the top 5% of large exposure loans (by balance) affected the composite health score over the past 12 months, and what early-warning indicators in member behavior or account comments signal potential asset quality deterioration?"
38,CEO; COO; Board; CRO,"Composite Health Score (Capital, Asset Quality, Earnings, Liquidity, Growth)",hard,Segment loan portfolios by industry and tenure; analyze which segments show the greatest concentration risk in terms of non-performing assets and how has this trended quarterly for the last 2 years?
38,CEO; COO; Board; CRO,"Composite Health Score (Capital, Asset Quality, Earnings, Liquidity, Growth)",hard,"What is the relationship between deposit growth rates and loan growth rates per product type, and does any misalignment suggest emerging liquidity stress or capital adequacy risk at a segment level?"
38,CEO; COO; Board; CRO,"Composite Health Score (Capital, Asset Quality, Earnings, Liquidity, Growth)",hard,"Identify accounts with negative earnings trends for three consecutive quarters: what proportion are also showing worsening asset quality metrics, and what is the cumulative impact on the CU's composite health score?"
38,CEO; COO; Board; CRO,"Composite Health Score (Capital, Asset Quality, Earnings, Liquidity, Growth)",hard,"For the top decile of member accounts by loan size, is there a correlation between frequent negative account notes and subsequent delinquency or charge-off events over the previous 18 months?"
38,CEO; COO; Board; CRO,"Composite Health Score (Capital, Asset Quality, Earnings, Liquidity, Growth)",hard,"Among new loans originated in the past year, which product categories show the highest early default rates, and what behavioral risk factors from tracking or notes data precede these events?"
38,CEO; COO; Board; CRO,"Composite Health Score (Capital, Asset Quality, Earnings, Liquidity, Growth)",hard,Compare growth in share accounts versus growth in loan accounts across member cohorts segmented by geographic region; does concentration in certain regions present liquidity pressure or capital risk trends?
38,CEO; COO; Board; CRO,"Composite Health Score (Capital, Asset Quality, Earnings, Liquidity, Growth)",hard,"In the last four quarters, have there been any clusters of accounts sharing similar negative tracking events prior to major drawdowns or liquidations, and how have these clusters affected overall asset quality?"
38,CEO; COO; Board; CRO,"Composite Health Score (Capital, Asset Quality, Earnings, Liquidity, Growth)",hard,Analyze the ratio of high-limit card exposures to total capital across different member segments; does any group represent a material concentration risk when overlaid with recent delinquency or negative comment trends?
38,CEO; COO; Board; CRO,"Composite Health Score (Capital, Asset Quality, Earnings, Liquidity, Growth)",hard,Trace the accounts with the fastest recent deposit attrition; cross-reference with account-level notes and tracking activity to detect early-warning signals related to outflows impacting liquidity metrics.
39,Risk Manager; Finance Manager,High-Balance Exposure; Concentration Risk,hard,"Over the past 12 months, how has the distribution of high-balance accounts (top 5% by deposit amount) shifted across different industry sectors and customer segments, and where is the largest increase in exposure concentration observed?"
39,Risk Manager; Finance Manager,High-Balance Exposure; Concentration Risk,hard,"What proportion of the total high-balance credit exposure is concentrated within the top 20 corporate groups, and how does this concentration compare to regulatory thresholds on both an aggregate and product (loan, card, share) level?"
39,Risk Manager; Finance Manager,High-Balance Exposure; Concentration Risk,hard,"Can we identify any early-warning trends of increased delinquency or overdraft activity among customers holding high-balance accounts, segmented by region and product type over the last 6 quarters?"
39,Risk Manager; Finance Manager,High-Balance Exposure; Concentration Risk,hard,"Which five customer segments (based on geography, industry, or account type) have shown the greatest increase in high-balance exposure risk over the last year, and what is the rate of change quarter-over-quarter?"
39,Risk Manager; Finance Manager,High-Balance Exposure; Concentration Risk,hard,"Analyze the correlation between high-balance account growth and the corresponding usage of overdraft/credit facilities among clients, segmented by business size and spanning at least 3 consecutive years."
39,Risk Manager; Finance Manager,High-Balance Exposure; Concentration Risk,hard,"Identify clusters of accounts with high-balance exposures that share linked ownership or indirect relationships (via MEMBER or NOTE tables), and assess the aggregate exposure risk associated with these clusters over time."
39,Risk Manager; Finance Manager,High-Balance Exposure; Concentration Risk,hard,"What proportion of high-balance exposure is linked to products with below-average behavioral risk scores (based on transaction patterns in TRACKING and NOTE), and how has this shifted in the past 6 months?"
39,Risk Manager; Finance Manager,High-Balance Exposure; Concentration Risk,hard,"Are there specific products (e.g., certain loan or card types) where high-balance accounts have consistently exhibited higher-than-average early loan payment delinquencies or increased internal commentary (from COMMENT table) indicating potential risk?"
39,Risk Manager; Finance Manager,High-Balance Exposure; Concentration Risk,hard,"For all high-balance exposures, what is the distribution of average account tenure, and are we seeing increased concentrations among newer accounts or among customers exhibiting unusual activity (joined with SHARE or TRACKING), indicating potential behavioral risk?"
39,Risk Manager; Finance Manager,High-Balance Exposure; Concentration Risk,hard,"Over the last 24 months, how has the geographic concentration of high-balance exposures changed, and have there been emerging hotspots where exposure surpasses internal risk appetite limits, potentially driving systemic concentration risk?"
40,Fraud Analyst; Risk Manager,Transfer Limit Exposure; Operational Risk Indicator,hard,"How has the top 5% of accounts by monthly transfer limit utilization evolved over the past four quarters, and do any behavioral or demographic segments show higher concentration risk?"
40,Fraud Analyst; Risk Manager,Transfer Limit Exposure; Operational Risk Indicator,hard,Identify accounts with consecutive daily transfer volumes breaching 80% of their individual transfer limits for more than three days within a month; what percentage of these accounts trigger operational alerts in the same period?
40,Fraud Analyst; Risk Manager,Transfer Limit Exposure; Operational Risk Indicator,hard,"Which products (CARD, LOAN, SHARE) have seen a shift in exposure to high transfer limit usage, and how do these correlate with increases in manual override requests tracked in NOTE or COMMENT tables over the last six months?"
40,Fraud Analyst; Risk Manager,Transfer Limit Exposure; Operational Risk Indicator,hard,Segment accounts by branch region and analyze quarter-over-quarter growth of transfer limit exposure exceeding predefined thresholds; is there evidence of emerging geographic risk concentrations?
40,Fraud Analyst; Risk Manager,Transfer Limit Exposure; Operational Risk Indicator,hard,Analyze behavioral shifts—comparing first-time transfer limit increases versus repeat increases within a rolling 12-month window—what proportion of accounts later exhibit suspicious activity or require risk intervention?
40,Fraud Analyst; Risk Manager,Transfer Limit Exposure; Operational Risk Indicator,hard,"For accounts with linked LOAN and CARD products, cross-reference which accounts exceeded combined product transfer limits during periods of system outage or operational exceptions, as logged in NOTE or COMMENT tables."
40,Fraud Analyst; Risk Manager,Transfer Limit Exposure; Operational Risk Indicator,hard,Examine the interaction between member tenure (from MEMBER table) and frequency of near-limit transfers; are newer members disproportionately represented among operational risk incidents tied to transfer exposures?
40,Fraud Analyst; Risk Manager,Transfer Limit Exposure; Operational Risk Indicator,hard,Track accounts with sudden spikes (over 100% month-on-month) in daily transfer frequency; how many such accounts also have history of transactional exceptions or manual review flags in TRACKING?
40,Fraud Analyst; Risk Manager,Transfer Limit Exposure; Operational Risk Indicator,hard,"Over the past two years, identify clusters of related accounts (linked by common MEMBER or lookup data) with synchronously elevated transfer activity; do any clusters correspond with known operational risk events?"
40,Fraud Analyst; Risk Manager,Transfer Limit Exposure; Operational Risk Indicator,hard,"How often do product-level transfer limit increases (in SHARE, LOAN, CARD) precede operational risk incidents documented in COMMENT or NOTE within a 30-day window, and what are the root causes identified?"
41,Fraud Analyst; Card Product Manager,ATM Utilization Rate; Limit Utilization Anomaly,hard,Which customer segments (by demographic or product type) show a sudden spike in ATM withdrawal frequency within the last 90 days but have previously stable ATM utilization patterns?
41,Fraud Analyst; Card Product Manager,ATM Utilization Rate; Limit Utilization Anomaly,hard,"Can we identify card products or portfolios where over 20% of accounts have utilized more than 80% of their ATM withdrawal limits in three consecutive months, and what is the overlap with recent limit increases?"
41,Fraud Analyst; Card Product Manager,ATM Utilization Rate; Limit Utilization Anomaly,hard,What proportion of accounts exhibit clustered high ATM usage (three or more large withdrawals in under 24 hours) and how does this behavior correlate with historical cash flow volatility on the same accounts?
41,Fraud Analyst; Card Product Manager,ATM Utilization Rate; Limit Utilization Anomaly,hard,"Which geographical ATMs have seen a month-on-month increase of over 40% in utilization rates, and are these increases concentrated among a handful of cards or spread across multiple card products?"
41,Fraud Analyst; Card Product Manager,ATM Utilization Rate; Limit Utilization Anomaly,hard,"For accounts with both card and loan products, are there discernible trends where high ATM activity precedes loan limit utilization anomalies within a rolling 60-day window?"
41,Fraud Analyst; Card Product Manager,ATM Utilization Rate; Limit Utilization Anomaly,hard,Are there any new card products launched in the last 12 months where over 10% of users reach 95% of their ATM withdrawal limit within the first week of issuance?
41,Fraud Analyst; Card Product Manager,ATM Utilization Rate; Limit Utilization Anomaly,hard,"What is the distribution of limit utilization anomalies among customers flagged for behavioral risk in PUBLIC.TRACKING, and does this align with their ATM withdrawal patterns over the past 6 months?"
41,Fraud Analyst; Card Product Manager,ATM Utilization Rate; Limit Utilization Anomaly,hard,"Which accounts classified as low risk show a sudden change in ATM utilization—specifically, an increase above their historical 75th percentile in the previous quarter?"
41,Fraud Analyst; Card Product Manager,ATM Utilization Rate; Limit Utilization Anomaly,hard,"Can we trace patterns where groups of accounts with shared attributes (e.g., employer, branch, geography from PUBLIC.MEMBER) collectively show synchronized spikes in both ATM usage and limit utilization anomalies?"
41,Fraud Analyst; Card Product Manager,ATM Utilization Rate; Limit Utilization Anomaly,hard,"Do accounts with frequent limit utilization anomalies also demonstrate higher-than-average unique ATM locations within the same 30-day period, indicating possible coordinated or mule activity?"
